_id,user,content,creationTime,referenceName,tag
"ObjectId(""5e64aa9cb3c41f2661762bbf"")",邹***军,鞋底设计弧度很好，走路飘飘然。而且鞋面全网设计，触感非常的柔软舒适，穿着有种鞋脚合一的感觉，体验感非常好！欧码标准，鞋码标准，本人脚背较高，但是穿着不大不小刚刚好。鞋子穿着感觉非常的轻盈，感觉要起飞，很开心。,2019/10/18 16:11,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9cb3c41f2661762bc0"")",七天阿丑,特别好看。其实挺喜欢白色的。怕收拾不过来。 喜欢?,2019/7/23 18:47,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,1
"ObjectId(""5e64aa9cb3c41f2661762bc1"")",星ZX,鞋子很舒服，但是没我的号，买的小了，好不容易抢到的，快递很给力,2019/6/8 14:23,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9cb3c41f2661762bc2"")",任***鑫,酷酷的 很喜欢 很轻便 赞 收到以后马上试穿了 只不过有些讨厌鞋子泡泡底上的胶贴,2018/6/10 12:58,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9cb3c41f2661762bc3"")",卡***落,首先配色就很棒！外观也很炫酷！鞋子非常轻，脚杆也非常好，气垫很高，颜色很好，很百搭。喜欢，可爱，穿着非常的舒服，下次还会再来回购，已经推荐给同事了，大家都很喜欢，尺码非常合适，风格跟很酷炫，舒适度很棒棒哦，鞋底材质跟也很棒棒，颜色也很喜欢呢！,2019/12/10 09:53,耐克 NIKE AIR ZOOM STRUCTURE 22 男子跑步鞋 AA1636 AA1636-002 41,1
"ObjectId(""5e64aa9cb3c41f2661762bc4"")",jd_185820izs,这款鞋子颜值没得说，相当给力，款式非常大气！穿在脚上非常舒服，做工方面也非常细致，透气性非常不错！这款鞋子冬天穿上应该不会冷，摸着挺厚实的，应该过冬没有问题！在滔博体育的旗舰店购买的，质量有保障！东西确定是正品！购买也放心、省心！这次搞活动购买的，价格也比较实惠！总之非常满意的一次购物，下次有需要还来光顾！,2019/11/6 23:46,耐克 NIKE AIR ZOOM STRUCTURE 22 男子跑步鞋 AA1636 AA1636-002 41,1
"ObjectId(""5e64aa9cb3c41f2661762bc5"")",C似水,刚拆开鞋子，一摸手感，敢十分放心的说，没有任何问题，质量没的说，绝对正品，仔细看一下标签，京东+耐克，再没有哪个平台比这还放心的了，刚好赶上活动价，超值，希望后续穿的时候也能体验更好，后续一定回来追评，目前的感觉，非常好!一直相信京东!,2019/9/24 01:17,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9cb3c41f2661762bc6"")",Alone6661,京东物流配送速度很快，是正品耐克的胸包，这款容量比较大，作为年轻人，特别是重度手机依赖的人群，出门肯定需要带个充电宝啊，钱包，烟这些东西，刚好都能装下，手机装里面也没问题，这样的大小对于我来说就很合适，黑色百搭，就是特别要注意水洗会破坏耐克logo的，不能洗就对了,2019/10/22 10:56,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,1
"ObjectId(""5e64aa9cb3c41f2661762bc7"")",胖纸一家三口,质量非常好，背起来也很帅气，主要是便宜啊，一个便宜三个爱嘛，颜色也很耐脏，每天背着走哪背哪不离身。实在是不知道该怎么形容他的实用和好了，那就写到这里吧。,2019/6/9 09:30,耐克(NIKE) 运动包 腰包 HERITAGE HIP PACK 运动休闲包 胸包 斜挎包 BA5750-010 黑,1
"ObjectId(""5e64aa9cb3c41f2661762bc8"")",今***胖,好看?，白色也很好搭衣服，就喜欢这种随意的感觉，自己舒服就好?,2018/6/14 22:59,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9cb3c41f2661762bc9"")",z***1,一如既往的快啊京豆快递，哈哈。鞋子穿上很舒服尺码我觉得刚刚好啊&hellip;很舒服很舒服很舒服，重要的事情说三遍,2019/5/15 21:04,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9cb3c41f2661762bcc"")",小***子,很不错啦 鞋穿起来很舒服 应该是正品 nice 物流超级快 很棒！,2018/6/3 13:13,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9cb3c41f2661762bcd"")",Y***e,质量挺好的，穿上也比较舒服，价格很实惠，好评！,2018/6/4 18:35,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9cb3c41f2661762bd0"")",j***q,放心京东自营，在外面买款耐克很是放心质量，穿着非常舒服，几乎天天穿着上下班了。买的第一双穿了一个多月一点问题都没有   这次买给弟弟穿,2019/7/10 22:20,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9cb3c41f2661762bd7"")",抚仙湖的水清汪汪,物流速度很快，不错不错，只是把我的分成两个快递，也是无语了！码数买小了一码了，各位朋友买*****考虑一下，物品是正品的，穿着很舒服，宽松，透气，外观好看，时尚大方，商家服务态度也很好，希望这个商家再优惠力度大一点，总之就是推荐给各位朋友值得购买，真心不错！,2019/11/3 16:26,耐克 NIKE AIR ZOOM STRUCTURE 22 男子跑步鞋 AA1636 AA1636-002 41,1
"ObjectId(""5e64aa9cb3c41f2661762bdb"")",G***W,买给弟弟过年的礼物，鞋子很好，穿起来舒服，希望弟弟能够喜欢～,2019/1/8 10:24,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9cb3c41f2661762bdc"")",k***影,鞋很轻，穿上很合脚，舒适度还可以，透气性好，真假也没验，反正穿着还行,2017/12/23 19:24,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9cb3c41f2661762bdd"")",萌***尬,买给男朋友的，他很喜欢呀，穿起来很轻盈，解放双脚，从我做起，好评，,2019/7/7 22:33,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762bde"")",jd_9017586,不错不错穿着舒服，支持京东，发货到货都很速度,2019/8/6 07:25,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762bdf"")",a王者天下,物流一如即往的快，今天穿上了特别舒服，希望不会臭脚。,2019/9/7 09:50,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762be0"")",国际范98K,很好   穿上刚刚好   挺适合的   下次再来一双,2019/6/20 09:45,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762be1"")",不能提前消费,便宜又好用 好评,2019/8/29 10:13,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aa9db3c41f2661762be2"")",j***a,爱了爱了 穿上感觉很软 上脚好看！,2019/8/25 22:59,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9db3c41f2661762be3"")",s***8,很棒的一款鞋子。舒服，漂亮。,2019/5/27 07:53,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9db3c41f2661762be4"")",j***2,穿了几天才来评价，感觉很舒服合脚，轻巧好看，满意的购物,2019/6/9 12:27,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762be5"")",夏天Clippers,目测是正品，鞋子上脚很舒服很轻盈的感觉，穿穿之后再来追评吧,2019/5/20 18:55,耐克NIKE 男子 休闲鞋 TANJUN 天君 运动鞋 812654-011 奥利奥 黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762be6"")",jd_朝朝暮暮028,挺好看的还不错,2019/8/22 00:25,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aa9db3c41f2661762be7"")",那些年的那些,不错，大小很合适,2019/8/19 08:55,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aa9db3c41f2661762be8"")",乱世以外--,炒鸡喜欢啊哈哈哈  比想象中要大嘻嘻嘻 质量完全欧克,2019/8/12 20:05,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aa9db3c41f2661762be9"")",麦***者,还是有褶皱，算了算了就这样吧,2020/2/28 19:05,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762bea"")",qzk呵呵,可以 不错 泼肥克特,2020/2/28 18:45,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762beb"")",十三阿哟,处理很快  很方便 鞋子拍小了联系卖家直接给换,2019/7/20 18:02,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9db3c41f2661762bec"")",jd_136621asow,挺好的，朋友特别喜欢！码数也很正！,2019/6/12 00:04,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9db3c41f2661762bed"")",s***i,服务态度非常好，我买小了想换码，马上给我安排调货，物流很快,2019/6/15 21:19,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,0
"ObjectId(""5e64aa9db3c41f2661762bee"")",周道元先生,可以，感觉小了,2019/10/9 17:30,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aa9db3c41f2661762bef"")",飞来飞去1021,可爱的小包包,2019/10/7 16:30,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aa9db3c41f2661762bf0"")",娟***h,好看，颜色很亮眼,2019/7/7 14:56,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
"ObjectId(""5e64aa9db3c41f2661762bf2"")",jd138284rok,老公买的，看起来还不错！！,2020/2/28 14:22,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762bf3"")",j***o,舒适性蛮好  适合春秋穿吧,2020/2/28 13:26,耐克NIKE 男子 跑步鞋 气垫 ZOOM WINFLO 6 运动鞋 AQ7497-001黑色41码,1
"ObjectId(""5e64aa9db3c41f2661762bf4"")",j***8,鞋子很轻，物美价廉！,2019/6/20 21:31,耐克NIKE 男子 透气 缓震 跑步鞋 QUEST 2 运动鞋 CI3787-008黑色42码,1
"ObjectId(""5e64aa9db3c41f2661762bf5"")",就***折,非常舒服。149元拿下。超值,2018/12/3 21:55,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9db3c41f2661762bf6"")",jd_mast,很好用啊售后服务真的太好了，物流也很快，很满意，每天都会测睡眠质量,2019/5/31 13:33,耐克NIKE 女子 两道杠 拖鞋 BENASSI DUO ULTRA SLIDE 沙滩鞋 休闲鞋 819717-010黑色35.5码,1
"ObjectId(""5e64aa9db3c41f2661762bf7"")",情到深处自然污i,很不错的包哦,2019/8/30 19:18,耐克(NIKE)包 运动包 单肩包 HERITAGE SMIT 斜跨包  小肩袋 休闲包 BA5898-010 黑,1
